START_DATE,END_DATE,START,STOP,MILES,PURPOSE
2024-03-17 07:14:00,2024-03-17 07:31:00,Versailles,Boulogne-Billancourt,0.8,Business
2024-10-14 21:29:00,2024-10-14 21:58:00,Versailles,Saint-Denis,5.01,
2024-10-15 12:37:00,2024-10-15 13:25:00,Madrid,Aix123,10.42,Customer Visit
2024-01-14 15:43:00,2024-01-14 16:01:00,Bron,Villeurbanne,6.41,Errand
2024-05-17 06:21:00,2024-05-17 07:06:00,Lyon,Vénissieux,13.42,Commute
2024-01-25 15:20:00,2024-01-25 15:44:00,Oeiras,Almada,9.4,Business
2024-04-16 11:24:00,2024-04-16 11:55:00,Caluire-et-Cuire,Bron,8.39,Business
2024-11-04 10:22:00,2024-11-04 10:38:00,Martigues,Martigues,2.44,Errand
2024-08-04 17:39:00,2024-08-04 18:33:00,Bron,Caluire-et-Cuire,16.21,Business
2024-11-27 22:05:00,2024-11-27 22:34:00,Saint-Denis,Versailles,5.6,Meeting
2024-09-24 19:18:00,2024-09-24 19:34:00,Cascais,Amadora,2.68,Customer Visit
2024-10-26 08:49:00,2024-10-26 09:06:00,Sintra,Sintra,3.48,Commute
2024-08-20 20:39:00,2024-08-20 21:18:00,Aix-en-Provence,La Ciotat,12.98,Meeting
2024-02-24 19:34:00,2024-02-24 20:14:00,Madri$d,Amadora,9.81,Errand
2024-11-11 17:44:00,2024-11-11 18:38:00,Versailles,Saint-Denis,16.44,Commute
2024-04-17 21:41:00,2024-04-17 21:56:00,Vénissieux,Vénissieux,3.8,Errand
2024-08-04 06:07:00,2024-08-04 06:56:00,Pozuelo de Alarcón,Getafe,10.7,Business
2024-01-05 09:40:00,2024-01-05 10:07:00,Aubagne,La Ciotat,5.9,Business
2024-07-23 21:32:00,2024-07-23 21:57:00,Bron,Saint-Priest,6.96,Business
2024-05-17 19:56:00,2024-05-17 20:26:00,Salon-de-Provence,Aix-en-Provence,7.27,Meeting
2024-08-28 17:28:00,2024-08-28 17:49:00,Oeiras,Sintra,3.12,Airport
2024-12-10 17:50:00,2024-12-10 18:23:00,Oeiras,Almada,7.18,Meal/Entertain
2024-04-12 11:38:00,2024-04-12 12:15:00,Boulogne-Billancourt,Issy-les-Moulineaux,6.51,Business
2024-03-22 11:52:00,2024-03-22 12:04:00,Cascais,Amadora,0.8,Commute
2024-06-23 17:49:00,2024-06-23 18:05:00,Leganés,Fuenlabrada,2.53,Commute
2024-02-26 09:50:00,2024-02-26 10:27:00,Boulogne-Billancourt,Créteil,6.83,Customer Visit
2024-07-04 11:46:00,2024-07-04 12:13:00,Almada,Sintra,7.21,Errand
2024-07-31 06:15:00,2024-07-31 06:41:00,Saint-Priest,Villeurbanne,6.05,Commute
2024-09-28 19:50:00,2024-09-28 20:03:00,Boulogne-Billancourt,Boulogne-Billancourt,1.57,Business
2024-08-14 10:49:00,2024-08-14 11:30:00,Aix123,Saint-Priest,13.92,Shopping
2024-01-30 22:18:00,2024-01-30 22:38:00,Nanterre,Boulogne-Billancourt,4.38,Errand
2024-05-23 22:39:00,2024-05-23 23:19:00,Salon-de-Provence,Martigues,10.31,Business
2024-06-03 08:02:00,2024-06-03 08:37:00,Villeurbanne,Saint-Priest,10.06,Customer Visit
2024-06-08 22:21:00,2024-06-08 22:30:00,Aix-en-Provence,Martigues,2.15,Meeting
2024-01-31 17:16:00,2024-01-31 17:52:00,Issy-les-Moulineaux,Nanterre,8.92,Business
2024-04-30 23:54:00,2024-05-01 00:39:00,Créteil,Versailles,16.25,Commute
2024-09-21 12:52:00,2024-09-21 13:13:00,Issy-les-Moulineaux,Saint-Denis,5.16,Business
2024-08-31 12:28:00,2024-08-31 12:49:00,Versailles,Paris,2.21,Errand
2024-09-07 19:52:00,2024-09-07 20:36:00,Caluire-et-Cuire,Bron,12.64,Airport
2024-01-17 11:35:00,2024-01-17 11:50:00,Bron,Bron,2.41,Commute
2024-07-10 15:18:00,2024-07-10 15:28:00,Aubagne,Aubagne,2.41,Commute
2024-09-07 06:07:00,2024-09-07 06:37:00,Saint-Denis,Nanterre,11.22,Business
2024-09-15 20:48:00,2024-09-15 21:05:00,Versailles,Créteil,4.6,Customer Visit
2024-01-24 20:47:00,2024-01-24 21:05:00,Leganés,Leganés,1.81,Commute
2024-02-13 12:39:00,2024-02-13 12:54:00,Paris,Issy-les-Moulineaux,4.06,Meeting
2024-05-20 12:15:00,2024-05-20 12:38:00,Sintra,Cascais,7.63,Meal/Entertain
2024-01-12 16:27:00,2024-01-12 16:52:00,Lyon,Lisb0n,8.49,Commute
2024-02-15 10:19:00,2024-02-15 10:34:00,Nanterre,Nanterre,2.98,Commute
2024-05-12 18:52:00,2024-05-12 19:40:00,Nanterre,Issy-les-Moulineaux,12.67,Errand
2024-02-28 14:03:00,2024-02-28 14:45:00,Saint-Denis,Versailles,10.11,Commute
2024-10-11 10:19:00,2024-10-11 10:45:00,Paris,Nanterre,9.25,Commute
2024-10-02 19:58:00,2024-10-02 20:25:00,Móstoles,Getafe,8.05,Customer Visit
2024-05-08 18:22:00,2024-05-08 18:55:00,Pozuelo de Alarcón,Fuenlabrada,8.65,Commute
2024-03-12 23:17:00,2024-03-12 23:39:00,Leganés,Leganés,3.08,Airport
2024-12-28 20:17:00,2024-12-28 20:32:00,Oullins,Saint-Priest,2.72,Meal/Entertain
2024-01-03 06:43:00,2024-01-03 07:19:00,Bron,Vénissieux,15.37,Meeting
2024-12-09 20:43:00,2024-12-09 21:15:00,Aubagne,Martigues,9.19,Meeting
2024-04-08 20:00:00,2024-04-08 20:29:00,Caluire-et-Cuire,Lyon#,12.87,Commute
2024-04-23 13:31:00,2024-04-23 13:45:00,Martigues,Marseille,1.53,Customer Visit
2024-10-18 22:31:00,2024-10-18 23:23:00,Saint-Priest,Villeurbanne,21.45,Errand
2024-03-06 14:59:00,2024-03-06 15:31:00,Martigues,La Ciotat,9.08,Airport
2024-08-20 06:27:00,2024-08-20 07:21:00,Oullins,Saint-Priest,20.28,Airport
2024-07-04 22:48:00,2024-07-04 23:34:00,Nanterre,Saint-Denis,10.22,Commute
2024-04-25 19:04:00,2024-04-25 19:41:00,Versailles,Nanterre,11.46,
2024-10-30 16:53:00,2024-10-30 17:36:00,Paris,Boulogne-Billancourt,8.6,Customer Visit
2024-11-16 20:37:00,2024-11-16 21:09:00,Nanterre,Versailles,5.22,Customer Visit
2024-08-14 07:19:00,2024-08-14 07:50:00,Cascais,Almada,8.09,Business
2024-11-02 06:29:00,2024-11-02 07:09:00,Paris,Versailles,11.18,Business
2024-04-08 09:06:00,2024-04-08 09:30:00,Marse!lle,Móstoles,1.97,Commute
2024-09-03 20:11:00,2024-09-03 20:27:00,Getafe,Leganés,3.01,Commute
2024-06-07 16:18:00,2024-06-07 17:06:00,Nanterre,Lisb0n,15.8,Business
2024-04-12 12:50:00,2024-04-12 13:06:00,Aix-en-Provence,Aix-en-Provence,0.8,Commute
2024-08-02 16:10:00,2024-08-02 16:39:00,Saint-Priest,Caluire-et-Cuire,8.12,Meeting
2024-06-18 18:13:00,2024-06-18 18:30:00,Cascais,Lisbon,4.05,Business
2024-07-03 07:01:00,2024-07-03 07:19:00,Paris,Paris,3.88,Meeting
2024-01-12 11:53:00,2024-01-12 12:19:00,Nanterre,Versailles,8.92,Business
2024-12-04 11:33:00,2024-12-04 12:02:00,Getafe,Madrid,6.87,Customer Visit
2024-12-21 17:20:00,2024-12-21 17:38:00,Fuenlabrada,Fuenlabrada,5.16,Meeting
2024-06-16 13:03:00,2024-06-16 14:02:00,Paris,Créteil,16.55,Customer Visit
2024-07-17 22:23:00,2024-07-17 22:48:00,Saint-Denis,Versailles,8.97,Business
2024-10-24 18:40:00,2024-10-24 19:19:00,Nanterre,Saint-Denis,10.29,Commute
2024-07-10 14:35:00,2024-07-10 15:19:00,Boulogne-Billancourt,Saint-Denis,11.45,Meeting
2024-08-06 20:29:00,2024-08-06 21:03:00,Saint-Denis,Créteil,5.08,Meeting
2024-09-13 22:34:00,2024-09-13 22:54:00,Vénissieux,Villeurbanne,5.2,Commute
2024-12-15 14:12:00,2024-12-15 14:29:00,Lisbon,Lisbon,2.08,Commute
2024-05-24 17:50:00,2024-05-24 18:17:00,Almada,Sintra,12.85,Customer Visit
2024-04-17 21:14:00,2024-04-17 21:29:00,Pozuelo de Alarcón,Alcorcón,0.82,Business
2024-08-07 19:13:00,2024-08-07 19:26:00,Martigues,Vitrolles,0.8,Customer Visit
2024-08-02 19:43:00,2024-08-02 20:10:00,Boulogne-Billancourt,Nanterre,5.98,Commute
2024-03-19 16:36:00,2024-03-19 17:14:00,Vitrolles,Marseille,15.42,Shopping
2024-06-17 20:40:00,2024-06-17 21:11:00,Salon-de-Provence,Aubagne,9.77,Commute
2024-07-16 15:13:00,2024-07-16 15:34:00,Saint-Denis,Saint-Denis,4.08,Business
2024-02-26 10:34:00,2024-02-26 10:58:00,Paris,Boulogne-Billancourt,3.07,Commute
2024-06-07 12:32:00,2024-06-07 12:50:00,Oullins,Villeurbanne,5.45,Meeting
2024-10-18 21:29:00,2024-10-18 22:14:00,Boulogne-Billancourt,Saint-Denis,16.23,Meeting
2024-03-30 19:15:00,2024-03-30 19:36:00,Créteil,Versailles,3.56,Meeting
2024-01-23 13:56:00,2024-01-23 14:34:00,Bron,Villeurbanne,15.6,Commute
2024-10-10 09:23:00,2024-10-10 09:57:00,Vitrolles,Marseille,6.19,Commute
2024-01-14 08:40:00,2024-01-14 09:02:00,Leganés,Getafe,1.68,Business
2024-08-25 21:29:00,2024-08-25 21:59:00,Saint-Priest,Villeurbanne,7.97,Commute
2024-03-31 15:07:00,2024-03-31 15:21:00,Versailles,Versailles,4.35,Meeting
2024-09-29 12:28:00,2024-09-29 12:39:00,Issy-les-Moulineaux,Issy-les-Moulineaux,2.98,Errand
2024-08-15 07:38:00,2024-08-15 08:18:00,Aix123,Pozuelo de Alarcón,13.3,Airport
2024-04-08 08:14:00,2024-04-08 08:44:00,Boulogne-Billancourt,Nanterre,8.75,Commute
2024-11-16 12:39:00,2024-11-16 13:03:00,Fuenlabrada,Fuenlabrada,3.92,Commute
2024-11-30 16:00:00,2024-11-30 16:39:00,Lisbon,Amadora,12.55,Business
2024-09-12 09:45:00,2024-09-12 10:16:00,Issy-les-Moulineaux,Saint-Denis,7.36,Customer Visit
2024-12-21 10:21:00,2024-12-21 10:57:00,Getafe,Madrid,9.73,Airport
2024-04-29 22:37:00,2024-04-29 23:03:00,Salon-de-Provence,Unknown Location,5.36,Meeting
2024-01-31 10:23:00,2024-01-31 11:06:00,Marseille,Salon-de-Provence,13.8,Meeting
2024-06-11 07:33:00,2024-06-11 07:49:00,Saint-Priest,Saint-Priest,2.33,Business
2024-12-06 13:51:00,2024-12-06 14:00:00,Pozuelo de Alarcón,Pozuelo de Alarcón,2.17,Errand
2024-01-27 10:13:00,2024-01-27 10:32:00,Aubagne,Aix-en-Provence,8.04,Meal/Entertain
2024-06-08 11:46:00,2024-06-08 12:21:00,Oullins,Villeurbanne,8.68,Airport
2024-07-03 18:24:00,2024-07-03 19:03:00,Vitrolles,La Ciotat,11.46,Business
2024-07-14 19:54:00,2024-07-14 20:27:00,Saint-Priest,Villeurbanne,7.89,Business
2024-10-14 21:04:00,2024-10-14 21:25:00,Saint-Denis,Saint-Denis,2.13,Commute
2024-07-21 17:24:00,2024-07-21 17:41:00,Boulogne-Billancourt,Boulogne-Billancourt,1.47,Shopping
2024-06-27 22:45:00,2024-06-27 23:12:00,Aubagne,Marseille,4.15,Meal/Entertain
2024-07-04 06:44:00,2024-07-04 07:19:00,Martigues,Aubagne,12.35,Commute
2024-02-17 18:25:00,2024-02-17 18:43:00,Martigues,Martigues,5.04,Business
2024-07-29 08:06:00,2024-07-29 08:47:00,Boulogne-Billancourt,Nanterre,10.15,Meeting
2024-01-04 11:52:00,2024-01-04 12:16:00,Villeurbanne,Vénissieux,5.49,Airport
2024-04-11 21:11:00,2024-04-11 21:39:00,Alcorcón,Pozuelo de Alarcón,7.36,Airport
2024-07-28 20:40:00,2024-07-28 21:15:00,Villeurbanne,Lyon,13.14,Commute
2024-12-10 09:00:00,2024-12-10 09:40:00,Marseille,La Ciotat,9.66,Commute
2024-07-11 22:48:00,2024-07-11 23:35:00,Saint-Denis,Paris,9.66,Customer Visit
2024-12-06 18:24:00,2024-12-06 18:51:00,La Ciotat,Vitrolles,6.79,Shopping
2024-03-03 22:17:00,2024-03-03 22:25:00,Pozuelo de Alarcón,Pozuelo de Alarcón,1.11,Business
2024-04-06 06:40:00,2024-04-06 07:18:00,Versailles,Issy-les-Moulineaux,10.36,Commute
2024-02-11 17:27:00,2024-02-11 17:55:00,Nanterre,Issy-les-Moulineaux,6.27,Airport
2024-12-30 10:55:00,2024-12-30 11:33:00,Saint-Priest,Lyon,12.84,Meeting
2024-08-16 09:30:00,2024-08-16 09:52:00,Móstoles,Móstoles,3.21,Business
2024-06-16 18:49:00,2024-06-16 19:22:00,Issy-les-Moulineaux,Créteil,12.57,Shopping
2024-06-19 13:59:00,2024-06-19 14:12:00,Martigues,Martigues,4.34,Customer Visit
2024-10-14 19:51:00,2024-10-14 20:31:00,Nanterre,Issy-les-Moulineaux,12.69,Meeting
2024-03-06 16:24:00,2024-03-06 16:30:00,Paris,Unknown Location,0.8,Meeting
2024-11-04 13:06:00,2024-11-04 13:26:00,Aix-en-Provence,La Ciotat,6.68,Meeting
2024-03-16 15:09:00,2024-03-16 15:50:00,Villeurbanne,Bron,12.38,Airport
2024-04-20 21:18:00,2024-04-20 21:39:00,Madrid,Alcorcón,1.63,Meeting
2024-01-27 11:54:00,2024-01-27 12:08:00,Oeiras,Oeiras,2.64,Airport
2024-12-13 21:22:00,2024-12-13 21:37:00,Loures,Amadora,0.8,Commute
2024-10-24 07:54:00,2024-10-24 08:27:00,Vénissieux,Villeurbanne,6.79,Customer Visit
2024-04-10 06:23:00,2024-04-10 06:39:00,La Ciotat,La Ciotat,2.81,Customer Visit
2024-08-30 11:03:00,2024-08-30 11:15:00,Salon-de-Provence,Salon-de-Provence,4.61,Business
2024-05-03 18:31:00,2024-05-03 18:55:00,Versailles,Issy-les-Moulineaux,7.04,Business
2024-11-28 18:17:00,2024-11-28 19:20:00,Créteil,Issy-les-Moulineaux,15.2,Errand
2024-10-20 21:17:00,2024-10-20 21:23:00,Paris,Paris,1.12,Meeting
2024-02-20 16:04:00,2024-02-20 16:34:00,Aubagne,Salon-de-Provence,8.95,Meeting
2024-09-22 23:45:00,2024-09-23 00:07:00,Bron,Lyon,1.98,Commute
2024-08-16 16:07:00,2024-08-16 16:53:00,Aix-en-Provence,Marseille,13.64,Business
2024-12-02 06:15:00,2024-12-02 06:50:00,Marseille,Aix-en-Provence,10.5,Commute
2024-09-24 17:38:00,2024-09-24 18:18:00,Oullins,Caluire-et-Cuire,9.68,Airport
2024-11-04 23:13:00,2024-11-04 23:27:00,Issy-les-Moulineaux,Issy-les-Moulineaux,3.38,Meal/Entertain
2024-05-10 19:44:00,2024-05-10 20:06:00,Aubagne,Aubagne,4.57,Commute
2024-08-02 10:20:00,2024-08-02 10:47:00,Vitrolles,Salon-de-Provence,4.15,Meeting
2024-07-27 08:21:00,2024-07-27 08:34:00,Saint-Denis,Nanterre,2.85,Airport
2024-02-23 09:11:00,2024-02-23 09:26:00,Nanterre,Nanterre,2.13,Commute
2024-01-25 11:20:00,2024-01-25 11:43:00,Salon-de-Provence,La Ciotat,5.09,Meeting
2024-03-06 14:00:00,2024-03-06 14:44:00,Saint-Priest,Caluire-et-Cuire,13.27,Commute
2024-05-07 19:45:00,2024-05-07 20:14:00,Aix-en-Provence,Salon-de-Provence,7.4,Airport
2024-04-27 15:40:00,2024-04-27 16:33:00,Bron,Vénissieux,18.52,Shopping
2024-02-13 15:35:00,2024-02-13 16:10:00,Vénissieux,Oullins,14.89,Meeting
2024-12-12 23:44:00,2024-12-13 00:37:00,Versailles,Par1s,11.99,Meeting
2024-01-22 20:10:00,2024-01-22 20:38:00,Loures,Loures,3.99,Airport
2024-07-13 11:23:00,2024-07-13 11:35:00,Villeurbanne,Villeurbanne,3.76,Commute
2024-10-18 18:13:00,2024-10-18 18:34:00,Salon-de-Provence,Marseille,7.21,Airport
2024-01-04 20:21:00,2024-01-04 21:04:00,Sintra,Lisbon,13.51,Business
2024-03-19 19:07:00,2024-03-19 20:03:00,Saint-Priest,Aix123,13.27,Meeting
2024-10-01 14:06:00,2024-10-01 14:44:00,Aix-en-Provence,Aubagne,8.77,Errand
2024-01-21 10:25:00,2024-01-21 11:08:00,Villeurbanne,Caluire-et-Cuire,17.83,Business
2024-09-07 23:31:00,2024-09-07 23:57:00,Créteil,Versailles,8.84,Business
2024-02-25 06:08:00,2024-02-25 06:23:00,Issy-les-Moulineaux,Versailles,0.8,Business
2024-05-28 15:31:00,2024-05-28 15:41:00,Getafe,Getafe,3.91,Commute
2024-12-24 13:42:00,2024-12-24 13:58:00,Martigues,Aix-en-Provence,4.32,Errand
2024-03-08 18:02:00,2024-03-08 18:11:00,Salon-de-Provence,Salon-de-Provence,1.29,Business
2024-08-06 21:03:00,2024-08-06 21:38:00,Paris,Boulogne-Billancourt,11.4,Business
2024-01-25 11:02:00,2024-01-25 11:22:00,Marse!lle,Versailles,5.19,Commute
2024-02-27 09:42:00,2024-02-27 10:15:00,Lisb0n,Créteil,10.82,Commute
2024-05-01 14:13:00,2024-05-01 14:52:00,Nanterre,Versailles,10.2,Meeting
2024-08-16 09:04:00,2024-08-16 09:51:00,Créteil,Paris,19.93,Business
2024-04-08 19:35:00,2024-04-08 20:08:00,Versailles,Boulogne-Billancourt,11.52,Business
2024-08-02 22:59:00,2024-08-02 23:40:00,Salon-de-Provence,Vitrolles,12.38,Business
2024-12-21 12:47:00,2024-12-21 13:04:00,Nanterre,Boulogne-Billancourt,5.49,Customer Visit
2024-05-19 12:11:00,2024-05-19 12:33:00,Lisb0n,Villeurbanne,3.54,Commute
2024-04-22 15:45:00,2024-04-22 16:25:00,Salon-de-Provence,La Ciotat,10.55,Commute
2024-01-27 13:52:00,2024-01-27 14:02:00,Saint-Denis,Paris,1.63,Commute
2024-07-28 15:20:00,2024-07-28 15:32:00,Martigues,Vitrolles,0.8,Airport
2024-12-18 18:41:00,2024-12-18 19:18:00,Nanterre,Versailles,13.84,Airport
2024-07-21 10:28:00,2024-07-21 11:27:00,Aix-en-Provence,Vitrolles,19.26,Meeting
2024-04-02 15:01:00,2024-04-02 15:17:00,Bron,Bron,4.01,Meeting
2024-09-26 10:46:00,2024-09-26 11:28:00,Fuenlabrada,Unknown Location,11.44,Business
2024-02-12 14:09:00,2024-02-12 14:26:00,Lyon,Lyon,5.83,Commute
2024-02-13 12:08:00,2024-02-13 12:41:00,Madrid,Getafe,9.22,Errand
2024-01-23 09:34:00,2024-01-23 09:59:00,Villeurbanne,Caluire-et-Cuire,9.36,Business
2024-04-25 18:43:00,2024-04-25 19:04:00,Getafe,Getafe,3.36,Meeting
2024-11-11 16:07:00,2024-11-11 16:54:00,Boulogne-Billancourt,Nanterre,11.68,Commute
2024-12-07 15:39:00,2024-12-07 16:08:00,Paris,Nanterre,4.84,Business
2024-03-17 10:20:00,2024-03-17 10:44:00,Versailles,Nanterre,10.26,Customer Visit
2024-03-06 11:49:00,2024-03-06 11:55:00,Alcorcón,Madrid,0.8,Commute
2024-11-30 13:24:00,2024-11-30 13:42:00,Saint-Priest,Caluire-et-Cuire,3.14,Business
2024-04-30 17:00:00,2024-04-30 17:19:00,Caluire-et-Cuire,Villeurbanne,4.06,Airport
2024-03-12 15:29:00,2024-03-12 16:21:00,Bron,Lyon,12.44,Commute
2024-01-14 19:23:00,2024-01-14 19:49:00,Cascais,Amadora,10.8,Commute
2024-05-05 08:00:00,2024-05-05 08:43:00,Aubagne,Aix-en-Provence,9.34,Business
2024-08-15 06:18:00,2024-08-15 06:55:00,Boulogne-Billancourt,Nanterre,8.42,Airport
2024-12-14 20:35:00,2024-12-14 20:53:00,La Ciotat,Martigues,1.53,Customer Visit
2024-03-05 12:25:00,2024-03-05 13:15:00,Vénissieux,Caluire-et-Cuire,11.76,Meal/Entertain
2024-11-30 18:52:00,2024-11-30 19:22:00,Créteil,Saint-Denis,7.0,Commute
2024-05-24 11:34:00,2024-05-24 12:10:00,Bron,Lyon,11.89,Business
2024-02-13 07:36:00,2024-02-13 08:03:00,Nanterre,Boulogne-Billancourt,11.11,Commute
2024-07-19 17:08:00,2024-07-19 17:56:00,Paris,Boulogne-Billancourt,15.96,Business
2024-07-14 21:37:00,2024-07-14 21:58:00,Saint-Priest,Caluire-et-Cuire,7.58,Business
2024-03-23 22:33:00,2024-03-23 23:07:00,Créteil,Issy-les-Moulineaux,14.47,Customer Visit
2024-08-08 07:57:00,2024-08-08 08:42:00,Oullins,Villeurbanne,12.46,Meeting
2024-06-07 23:55:00,2024-06-08 00:01:00,Saint-Denis,Boulogne-Billancourt,0.8,Business
2024-10-22 17:22:00,2024-10-22 17:34:00,Paris,Nanterre,2.59,Business
2024-09-06 07:23:00,2024-09-06 07:45:00,Leganés,Alcorcón,8.9,Meal/Entertain
2024-07-30 22:28:00,2024-07-30 22:43:00,Fuenlabrada,Fuenlabrada,1.39,Business
2024-10-14 06:09:00,2024-10-14 06:49:00,La Ciotat,Marseille,14.95,Airport
2024-09-30 20:06:00,2024-09-30 20:36:00,Versailles,Boulogne-Billancourt,4.67,Commute
2024-11-05 21:13:00,2024-11-05 21:46:00,Cascais,Amadora,11.74,Commute
2024-07-04 19:30:00,2024-07-04 20:08:00,Paris,Saint-Denis,10.4,Business
2024-02-05 14:25:00,2024-02-05 15:02:00,Issy-les-Moulineaux,Nanterre,10.97,Business
2024-06-01 11:12:00,2024-06-01 12:01:00,Bron,Oullins,10.75,Commute
2024-10-14 12:04:00,2024-10-14 12:34:00,Saint-Priest,Oullins,6.71,Customer Visit
2024-03-16 21:55:00,2024-03-16 22:22:00,Créteil,Issy-les-Moulineaux,8.17,Errand
2024-11-23 09:02:00,2024-11-23 09:10:00,Vitrolles,Marseille,1.16,Meeting
2024-07-05 06:19:00,2024-07-05 06:31:00,Caluire-et-Cuire,Saint-Priest,5.51,Commute
2024-10-04 19:33:00,2024-10-04 20:14:00,Fuenlabrada,Alcorcón,11.4,Commute
2024-12-18 19:40:00,2024-12-18 20:05:00,Cascais,Amadora,5.96,Customer Visit
2024-07-29 09:31:00,2024-07-29 09:50:00,Almada,Almada,5.47,Meeting
2024-04-18 13:49:00,2024-04-18 14:26:00,Saint-Priest,Caluire-et-Cuire,12.99,Errand
2024-07-10 13:32:00,2024-07-10 14:32:00,Versailles,Nanterre,18.26,Business
2024-07-31 07:00:00,2024-07-31 07:16:00,Aix123,Versailles,6.49,Errand
2024-07-19 12:39:00,2024-07-19 12:53:00,Pozuelo de Alarcón,Leganés,2.7,Meeting
2024-06-11 22:10:00,2024-06-11 23:03:00,Móstoles,Pozuelo de Alarcón,18.29,Commute
2024-03-22 16:13:00,2024-03-22 16:28:00,Móstoles,Unknown Location,2.55,Customer Visit
2024-03-07 20:40:00,2024-03-07 20:57:00,La Ciotat,La Ciotat,2.01,Business
2024-12-03 07:17:00,2024-12-03 07:56:00,Boulogne-Billancourt,Créteil,12.4,Customer Visit
2024-05-24 14:57:00,2024-05-24 15:07:00,Saint-Denis,Paris,2.39,Business
2024-08-02 18:56:00,2024-08-02 19:23:00,Pozuelo de Alarcón,Madrid,7.55,Business
2024-06-24 17:30:00,2024-06-24 17:51:00,Getafe,Leganés,8.55,Business
2024-04-20 17:07:00,2024-04-20 17:54:00,Saint-Denis,Par1s,8.89,Customer Visit
2024-02-17 17:45:00,2024-02-17 18:28:00,Créteil,Boulogne-Billancourt,9.53,Business
2024-02-22 15:10:00,2024-02-22 15:53:00,Aubagne,La Ciotat,11.52,Meal/Entertain
2024-11-06 18:27:00,2024-11-06 18:57:00,Bron,Oullins,6.9,Meeting
2024-11-26 22:22:00,2024-11-26 22:45:00,Pozuelo de Alarcón,Pozuelo de Alarcón,3.52,Commute
2024-03-03 06:20:00,2024-03-03 06:48:00,Alcorcón,Leganés,8.59,Customer Visit
2024-04-18 22:13:00,2024-04-18 22:53:00,Saint-Denis,Boulogne-Billancourt,11.63,Commute
2024-06-12 12:12:00,2024-06-12 12:32:00,Salon-de-Provence,Marseille,2.7,Commute
2024-05-01 06:18:00,2024-05-01 06:43:00,Aix123,Paris,5.59,Meeting
2024-02-05 21:06:00,2024-02-05 21:50:00,Cascais,Sintra,13.91,Meeting
2024-01-25 18:19:00,2024-01-25 19:01:00,Nanterre,Saint-Denis,9.78,Commute
2024-06-14 19:14:00,2024-06-14 19:42:00,Madrid,Fuenlabrada,11.06,Business
2024-01-23 09:03:00,2024-01-23 09:25:00,Oeiras,Loures,10.43,Commute
2024-06-12 10:48:00,2024-06-12 11:28:00,Saint-Denis,Versailles,8.16,Business
2024-12-04 21:17:00,2024-12-04 21:52:00,Fuenlabrada,Madrid,11.23,Meeting
2024-02-08 21:03:00,2024-02-08 21:37:00,Nanterre,Issy-les-Moulineaux,13.49,Airport
2024-06-09 15:45:00,2024-06-09 16:32:00,Bron,Lyon,11.36,Meeting
2024-04-06 08:17:00,2024-04-06 08:35:00,Villeurbanne,Bron,4.78,Customer Visit
2024-05-03 06:57:00,2024-05-03 07:30:00,Sintra,Amadora,11.75,Airport
2024-09-14 19:32:00,2024-09-14 20:13:00,Caluire-et-Cuire,Vénissieux,12.69,Business
2024-07-25 11:38:00,2024-07-25 12:09:00,Lyon,Oullins,12.35,Commute
2024-05-02 08:34:00,2024-05-02 09:03:00,Lyon,Oullins,8.51,Meeting
2024-03-28 12:22:00,2024-03-28 13:04:00,Martigues,Aubagne,10.68,Commute
2024-12-18 13:10:00,2024-12-18 13:28:00,Paris,Paris,3.16,Errand
2024-02-09 11:43:00,2024-02-09 11:58:00,Versailles,Lyon#,3.33,Meal/Entertain
2024-05-28 13:33:00,2024-05-28 13:41:00,Sintra,Sintra,2.07,Meeting
2024-05-09 17:29:00,2024-05-09 17:54:00,Lyon#,Pozuelo de Alarcón,5.82,Airport
2024-11-23 06:09:00,2024-11-23 06:50:00,Saint-Denis,Créteil,12.99,Airport
2024-02-15 12:58:00,2024-02-15 13:27:00,Aix-en-Provence,Marseille,8.76,Business
2024-12-13 17:56:00,2024-12-13 18:43:00,Loures,Cascais,15.89,Business
2024-08-20 17:18:00,2024-08-20 17:27:00,Oeiras,Marse!lle,2.36,Commute
2024-02-03 15:00:00,2024-02-03 15:22:00,Créteil,Créteil,5.11,Commute
2024-03-11 17:56:00,2024-03-11 18:03:00,Madrid,Madrid,2.69,Business
2024-04-10 19:37:00,2024-04-10 20:10:00,Salon-de-Provence,Marseille,12.98,
2024-06-03 15:11:00,2024-06-03 15:26:00,Nanterre,Issy-les-Moulineaux,5.43,Errand
2024-02-13 15:36:00,2024-02-13 15:52:00,Saint-Denis,Saint-Denis,3.32,Commute
2024-06-09 22:59:00,2024-06-09 23:32:00,Issy-les-Moulineaux,Versailles,5.11,Commute
2024-03-12 15:50:00,2024-03-12 16:07:00,Bron,Caluire-et-Cuire,0.8,Business
2024-12-09 06:29:00,2024-12-09 07:17:00,Saint-Denis,Nanterre,10.89,Business
2024-10-16 21:44:00,2024-10-16 22:11:00,Lyon,Lyon,7.26,Customer Visit
2024-12-11 10:19:00,2024-12-11 11:10:00,Martigues,Salon-de-Provence,11.38,Business
2024-11-05 09:33:00,2024-11-05 10:04:00,Almada,Loures,9.5,Business
2024-10-06 14:52:00,2024-10-06 15:26:00,Oullins,Bron,10.65,Customer Visit
2024-12-02 13:10:00,2024-12-02 13:46:00,Marseille,Salon-de-Provence,9.29,Customer Visit
